DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1398S1;P1398S2;P1398S3;P1398S4;P1398S5;P1398S6;P1398S8;P1398S9;P1398S10;P1398S12;P1398S13;P1398S20;P1398S22;P1590S1;P1590S2;P1590S3;P1590S4;P1590S5;P520S1;P520S2;P520S3;P520S4;P520S8;P520S9;P520S5;P520S10;P520S6;P3103
647883;236;1;1;1;105.41146158;1;1;2;2;1;2;1;2;1;1;;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
647884;236;1;1;1;91.046161553;1;2;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
647885;236;1;1;1;116.79855629;1;1;2;1;2;2;1;1;1;1;;1;2;1;1;1;2;2;1;2;2;2;2;2;2;1;2;4
647886;236;1;1;1;106.96352409;1;2;2;2;1;2;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
647887;236;1;1;1;95.704099151;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647888;236;1;1;1;88.126707412;1;1;1;1;1;2;1;2;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
647889;236;1;1;1;1262.7580699;1;2;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
647890;236;1;1;1;1288.6552432;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647892;236;1;1;1;1262.7580699;1;2;1;1;2;2;1;2;1;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
647893;236;1;1;1;1222.2360679;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647894;236;1;1;1;1264.9367471;1;1;1;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;9
647895;236;1;1;1;1791.0436317;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647896;236;1;1;1;847.40429717;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647898;236;1;1;1;1028.2135043;1;1;2;2;2;2;2;2;1;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647899;236;1;1;1;972.14770932;1;2;2;1;2;2;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647901;236;1;1;1;576.1385354;1;1;1;1;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647902;236;1;1;1;1001.1988363;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647903;236;1;1;1;1026.5662916;1;1;2;2;2;2;1;2;1;1;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
647904;236;1;1;1;119.26891239;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3
647905;236;1;1;1;69.47247433;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;4
647906;236;1;1;1;86.001988406;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647907;236;1;1;1;82.630311847;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647908;236;1;1;1;67.111800565;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647909;236;1;1;1;197.67230828;1;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647910;236;1;1;1;81.774035273;2;1;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647911;236;1;1;1;69.932734414;1;2;2;2;1;2;2;2;1;1;;2;2;2;1;2;2;2;1;1;2;2;2;1;2;2;2;1
647912;236;1;1;1;98.652878005;1;2;2;1;1;2;1;2;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;3
647913;236;1;1;1;95.902179971;1;2;1;2;2;2;1;2;1;1;;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2
647914;236;1;1;1;127.9699074;1;1;1;2;2;2;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;9
647915;236;1;1;1;79.713553951;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647916;236;1;1;1;107.10176943;1;2;2;1;2;2;2;1;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
647917;236;1;1;1;71.865746401;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1
647918;236;1;1;1;92.756661028;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647919;236;1;1;1;83.676709453;1;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647920;236;1;1;1;87.023494078;2;1;2;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4
647921;236;1;1;1;54.443801398;1;2;2;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647922;236;1;1;1;77.117517128;2;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647923;236;1;1;1;60.295501443;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647924;236;1;1;1;89.600123507;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4
647925;236;1;1;1;108.3831296;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647926;236;1;1;1;63.311850742;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4
647927;236;1;1;1;104.59588682;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647928;236;1;1;1;85.681415547;2;2;2;2;1;2;2;2;2;1;;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;
647929;236;1;1;1;88.888848757;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647930;236;1;1;1;91.363249363;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647931;236;1;1;1;95.933475572;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647932;236;1;1;1;95.920617585;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1
647933;236;1;1;1;95.520698075;2;2;2;2;2;2;2;2;1;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
647934;236;1;1;1;82.115943797;1;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647935;236;1;1;1;63.307607606;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647936;236;1;1;1;56.900407398;1;1;2;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647937;236;1;1;1;98.475365928;2;1;2;1;1;2;1;1;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647938;236;1;1;1;88.413597313;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647939;236;1;1;1;56.042581214;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647940;236;1;1;1;96.160734654;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647941;236;1;1;1;76.9956416;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647942;236;1;1;1;117.51977345;2;2;2;2;2;2;2;2;1;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647943;236;1;1;1;80.847162882;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647944;236;1;1;1;86.244485655;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647945;236;1;1;1;138.79448183;2;2;2;2;2;2;2;2;2;2;;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;
647946;236;1;1;1;64.322207812;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4
647947;236;1;1;1;80.504715958;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647948;236;1;1;1;66.999716199;1;2;2;1;2;1;2;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647949;236;1;1;1;81.394529429;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647950;236;1;1;1;56.896635722;2;2;2;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
647951;236;1;1;1;103.89605699;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647952;236;1;1;1;55.804190092;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647953;236;1;1;1;56.04635289;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
647954;236;1;1;1;84.456445285;2;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647955;236;1;1;1;134.47150173;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647956;236;1;1;1;89.857545912;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647957;236;1;1;1;72.845112082;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647958;236;1;1;1;66.275930996;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647959;236;1;1;1;83.000261093;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647960;236;1;1;1;52.627260937;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647961;236;1;1;1;63.307607606;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;5
647962;236;1;1;1;63.307607606;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4
647963;236;1;1;1;61.691010389;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647964;236;1;1;1;95.521602426;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647965;236;1;1;1;67.410701957;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5
647965;236;2;1;2;67.410701957;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5
647966;236;1;1;1;73.399502266;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4
647967;236;1;1;1;43.010133691;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647967;236;2;1;2;43.010133691;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647968;236;1;1;1;62.863078641;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647969;236;1;1;1;56.510887933;2;2;2;2;1;2;1;1;2;1;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;1;1;9
647971;236;1;1;1;43.131250802;1;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647972;236;1;1;1;44.778571129;1;1;1;2;2;2;2;2;1;1;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;6
647973;236;1;1;1;67.715246925;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647974;236;1;1;1;48.56739728;2;2;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
647975;236;1;1;1;53.897608246;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647976;236;1;1;1;61.318090501;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647977;236;1;1;1;62.565678676;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647978;236;1;1;1;67.770318483;2;1;2;2;2;2;2;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647979;236;1;1;1;48.21883873;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647980;236;1;1;1;35.994179488;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647981;236;1;1;1;48.21883873;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647982;236;1;1;1;56.640674779;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647984;236;1;1;1;44.989652836;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;6
647985;236;1;1;1;49.173046772;1;2;2;2;1;2;1;2;1;1;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;9
647986;236;1;1;1;67.770318483;2;2;2;2;2;2;2;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647988;236;1;1;1;54.009037783;2;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647990;236;1;1;1;55.569774537;1;1;2;2;2;2;2;1;1;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
647991;236;1;1;1;46.076339633;2;2;2;2;2;2;2;2;2;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
647991;236;2;1;2;46.076339633;2;2;2;2;2;2;2;2;1;1;;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;
647992;236;1;1;1;61.43511951;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
647993;236;1;1;1;66.355939351;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;6
647994;236;1;1;1;50.827738862;1;1;2;2;1;1;1;2;1;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
647999;236;1;1;1;36.671781133;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648000;236;1;1;1;55.448442395;1;1;2;2;2;2;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1
648002;236;1;1;1;76.249925527;2;2;2;2;2;2;1;1;1;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
648005;236;1;1;1;36.988944829;1;1;2;2;2;2;1;1;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648007;236;1;1;1;44.358753916;1;1;1;1;1;2;1;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;5
648013;236;1;1;1;42.184069612;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648014;236;1;1;1;42.777098205;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648016;236;1;1;1;569.74892072;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648017;236;1;1;1;476.53616123;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648018;236;1;1;1;527.27326156;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;
648019;236;1;1;1;477.25804333;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648020;236;1;1;1;594.29888527;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648021;236;1;1;1;536.49979327;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3
648022;236;1;1;1;570.78741618;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648023;236;1;1;1;536.49979327;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;
648024;236;1;1;1;628.95392034;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648025;236;1;1;1;698.3424497;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648026;236;1;1;1;550.25997954;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648027;236;1;1;1;423.38230872;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648028;236;1;1;1;580.18677752;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648029;236;1;1;1;483.22187264;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648030;236;1;1;1;555.4951976;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;
648031;236;1;1;1;474.47788542;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5
648032;236;1;1;1;453.52841227;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648033;236;1;1;1;503.15661176;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648034;236;1;1;1;542.8311885;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648035;236;1;1;1;384.78021873;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648036;236;1;1;1;470.85019652;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648037;236;1;1;1;1702.8693895;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648038;236;1;1;1;1940.1963581;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648039;236;1;1;1;1888.8425906;2;2;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
648040;236;1;1;1;1831.1448904;1;1;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;6
648041;236;1;1;1;1589.1138677;1;1;2;1;2;2;1;1;1;1;;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2
648043;236;1;1;1;951.37547975;1;1;2;1;2;2;2;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
648044;236;1;1;1;1062.0673096;1;2;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;1
648045;236;1;1;1;1418.7577522;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648046;236;1;1;1;1184.6881286;1;1;2;1;1;2;1;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
648047;236;1;1;1;1502.2363117;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648049;236;1;1;1;1526.9771788;2;2;2;2;2;2;2;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
648051;236;1;1;1;1942.7185194;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648052;236;1;1;1;1970.4968781;1;2;2;1;2;2;1;1;1;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
648053;236;1;1;1;2316.6756914;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648055;236;1;1;1;1428.1704668;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648056;236;1;1;1;1641.2256787;1;2;2;1;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648058;236;1;1;1;2237.9923728;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648060;236;1;1;1;2105.3948044;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648062;236;1;1;1;1242.9350544;2;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648063;236;1;1;1;2155.7737313;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648064;236;1;1;1;1940.1963581;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648066;236;1;1;1;1766.568476;1;1;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5
648067;236;1;1;1;133.50434822;2;2;2;2;1;1;1;1;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;9
648068;236;1;1;1;173.03366031;1;2;2;1;2;2;2;2;1;2;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;1;5
648070;236;1;1;1;173.03366031;1;2;2;2;1;1;1;1;1;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;3
648071;236;1;1;1;219.80230884;1;2;2;2;1;1;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;1;6
648072;236;1;1;1;164.83620523;1;2;2;2;2;2;1;2;1;1;;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;9
648073;236;1;1;1;144.31728124;1;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648074;236;1;1;1;180.31614307;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648075;236;1;1;1;261.83832561;2;2;2;2;2;2;2;2;2;2;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;5
648076;236;1;1;1;219.95684737;1;2;2;2;2;1;2;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
648077;236;1;1;1;157.32307359;2;2;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
648078;236;1;1;1;148.33816469;2;2;2;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648079;236;1;1;1;157.92719795;2;2;2;2;2;2;2;2;2;2;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;6
648080;236;1;1;1;192.01477212;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648081;236;1;1;1;156.13562588;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648082;236;1;1;1;138.06662727;1;2;2;2;1;1;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
648083;236;1;1;1;116.29705046;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648084;236;1;1;1;133.50434822;1;2;2;1;1;1;1;2;2;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
648085;236;1;1;1;186.56745356;2;2;2;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648088;236;1;1;1;224.03012232;2;2;2;2;1;2;1;2;1;2;;2;2;1;1;2;2;1;1;2;1;2;2;2;2;2;2;4
648089;236;1;1;1;206.02522873;2;2;2;2;1;2;1;1;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
648090;236;1;1;1;136.96409454;1;2;2;2;1;2;1;2;1;1;;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;4
648091;236;1;1;1;157.97433511;2;2;2;2;2;2;2;2;1;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
648093;236;1;1;1;211.75903686;2;2;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
648094;236;1;1;1;221.3175647;2;2;2;2;2;2;2;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
648095;236;1;1;1;291.42506507;1;1;2;1;1;1;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648096;236;1;1;1;163.35287449;2;2;2;2;2;2;2;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
648097;236;1;1;1;145.38343822;2;2;2;2;2;2;2;2;2;2;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
648098;236;1;1;1;204.90470803;2;2;2;2;2;2;2;2;2;2;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
648099;236;1;1;1;161.94758252;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5
648100;236;1;1;1;212.56915402;2;2;2;2;2;2;2;2;2;2;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
648100;236;2;1;2;212.56915402;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648101;236;1;1;1;157.32307359;1;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648103;236;1;1;1;214.20134985;2;2;2;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
648106;236;1;1;1;158.61418862;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
